Domain,Competitor Relevance,Common Keywords,Organic Keywords,Organic Traffic,Organic Cost,Adwords Keywords
learningsim.com,0,2,168,211,647.00,0
ndtvprofit.com,0,1,100227,216374,491367.00,0
phatmoto.com,0,1,2540,11126,4931.00,2
tttech-auto.com,0,1,272,280,54.00,0
tattoosmart.com,0,1,3358,8881,4731.00,0
software-design-solutions.com,0,1,1,0,0.00,0
therealworld.net,0,1,1417,27705,13853.00,0
apavionics.com,0,1,58,104,28.00,0
gale.com,0,1,240199,210749,69700.00,0
mdt-group.com,0,1,289,336,902.00,0
kunesnissan.com,0,1,1262,3212,3639.00,0
igafencu.com,0,1,1951,572,82.00,0
scansource.com,0,1,4761,10137,134075.00,7
openinverter.org,0,6,2247,448,65.00,0
snipp.com,0,1,5382,4494,20240.00,0
cabotwealth.com,0,1,15510,17168,24396.00,0
scilit.com,0,1,16107,2861,723.00,0
hoteltechreport.com,0,4,37575,59189,343526.00,0
pyramidimaging.com,0,1,422,82,29.00,0
stockstory.org,0,1,111878,53242,76219.00,0
gfoa.org,0,2,20131,42854,98620.00,0
unscramblex.com,0,2,68069,128563,71080.00,0
extramarks.com,0,2,24564,6482,3867.00,0
norck.com,0,1,940,833,1854.00,0
proteus-tech.co.za,0,1,2,3,0.00,0
mipi.org,0,42,581,3608,8701.00,0
macrofab.com,0,3,2376,2802,11259.00,28
volvocars.com,0,11,226335,1105668,2036109.00,1193
uploadcare.com,0,13,5092,5754,8923.00,14
albernivalleynews.com,0,1,2238,374,117.00,0
tmap.net,0,3,1099,798,1038.00,0
gardencityironandmetal.com,0,2,4286,2467,3258.00,0
ie.edu,0,6,33181,74144,238643.00,195
picamfg.com,0,2,664,315,723.00,1
shutterfly.com,0,1,806520,3216913,2561403.00,1957
block.xyz,0,3,22834,63880,63525.00,0
smta.org,0,1,2088,453,502.00,0
dubberly.com,0,1,530,1408,721.00,0
matininfos.net,0,1,55,4,0.00,0
c-fol.net,0,1,161,135,0.00,0
asic.aero,0,1,18,68,1.00,0
pvt.fr,0,1,98,53,49.00,0
wikiwand.com,0,6,3838187,557752,211097.00,0
rippling.com,0,11,146171,493835,2236920.00,2848
comms-express.com,0,2,25590,25465,26298.00,3
thealarmmasters.com,0,2,3885,2609,10144.00,1
ameico.com,0,1,2992,8361,4917.00,0
tvjones.com,0,1,2423,4838,2488.00,0
w5engineering.com,0,1,241,134,1152.00,0
etasingredient.com,0,1,5,0,0.00,0
discovereyecare.com,0,2,7411,4990,1188.00,0
wiegel.com,0,1,653,1279,5074.00,3
eyedoctorophthalmologistnyc.com,0,1,12867,11807,12049.00,0
momenta.ai,0,1,59,314,0.00,0
cyberpower.com,0,2,3307,2919,2406.00,0
particleincell.com,0,1,102,55,70.00,0
psychdb.com,0,3,26609,20721,9274.00,0
emerge-infrastructure.eu,0,1,58,19,46.00,0
nickchk.com,0,1,56,64,5.00,0
ekgsecurity.com,0,1,122,829,220.00,0
ip-score.com,0,1,2462,41100,212909.00,0
jbs.live,0,1,290,173,507.00,0
arksafety.com,0,1,525,276,537.00,0
principallogisticstechnologies.com,0,1,493,453,3782.00,0
prototypesys.com,0,1,62,19,146.00,0
hamamatsu.com,0,9,7416,9650,14834.00,0
adea.org,0,1,33064,83990,320343.00,2
phaidra.ai,0,2,70,645,525.00,0
zerocancer.org,0,1,20361,45918,68469.00,332
csgi.com,0,2,7976,34930,67273.00,66
hrblade.com,0,1,35229,18692,40862.00,0
saber.app,0,1,564,456,89.00,0
identifix.com,0,6,16668,115268,510982.00,76
tdx.msu.edu,0,1,7682,8501,1571.00,0
flashpcb.com,0,2,150,140,420.00,2
easyrender.com,0,3,7695,2453,12482.00,0
ledlightingsupply.com,0,1,15516,13306,17755.00,124
tripadvisor.co.nz,0,2,1174165,724679,374142.00,0
deshbandhucollege.ac.in,0,1,1955,845,165.00,0
evhype.com,0,1,12958,2156,1520.00,0
newswise.com,0,1,106780,50405,20683.00,0
tc-v.com,0,1,25625,61169,61992.00,0
openchip.com,0,1,19,84,0.00,0
tapi.nic.in,0,2,68,57,13.00,0
sciencebasedtargets.org,0,1,34615,9833,43597.00,0
zzz.gg,0,1,1227,1204,1571.00,0
sunwoda.com,0,2,264,2798,44.00,0
sparks-electrical.co.uk,0,2,6,0,0.00,0
weblio.jp,0,1,514640,137860,17268.00,0
rasch.org,0,1,1106,713,78.00,0
extremetech.com,0,57,99594,20171,8499.00,0
hailuoai.video,0,1,6461,178624,149432.00,331
romyandroby.ai,0,2,77,7,0.00,0
opensamofficial.github.io,0,1,1,5,5.00,0
phaedsys.org,0,1,58,1,5.00,0
wendyzhou.se,0,1,817,324,103.00,0
dxc.com,0,7,25501,44670,130372.00,0
seacomp.com,0,1,1317,2660,1707.00,9
bjs.com,0,1,1111520,3866079,5507705.00,54
ferrotechengg.com,0,1,35,31,3.00,0
theblock.co,0,1,67996,84518,103668.00,0
meta.com,0,28,659803,4076344,2194003.00,586
thehackettgroup.com,0,1,4858,9673,110913.00,11
amsdesignpdx.com,0,1,2,1,0.00,0
saberengineering.com,0,1,24,25,0.00,0
recruitee.com,0,1,15167,10006,73632.00,0
clarkcountynv.gov,0,1,307079,847880,708261.00,0
tth.com,0,1,786,1730,17296.00,0
asicsdigital.com,0,1,81,232,1.00,0
px4.io,0,1,5704,8026,1780.00,0
screenbeam.com,0,8,14811,36555,41316.00,5
percona.com,0,1,9900,9049,31951.00,2
3d-dentists.com,0,1,377,924,3689.00,0
gracker.ai,0,3,4905,4022,20470.00,0
analogue.co,0,2,26819,120557,62554.00,0
analoghub.ie,0,1,37,3,0.00,0
gezhiphotonics.com,0,1,791,980,3065.00,0
foundryvtt.com,0,1,12012,54604,55050.00,0
artlabs.ai,0,1,691,384,959.00,0
upauto.com,0,2,9069,9406,3959.00,0
ssstc.com,0,4,1420,1073,295.00,0
remote3.co,0,1,1199,2684,1167.00,0
picoxr.com,0,29,8377,26395,93995.00,0
neosnetworks.com,0,7,5070,8651,30442.00,0
careersatdoordash.com,0,3,39136,85493,159896.00,0
baikowski.com,0,2,197,146,145.00,0
zylo.com,0,1,2512,5449,115559.00,27
commsec.com.au,0,1,9696,5528,7542.00,0
up42.com,0,1,1792,2041,4747.00,57
toolnut.com,0,1,63358,47442,24423.00,17
amlogic.com,0,1,32,113,0.00,0
nu-tech.us,0,8,1173,1236,762.00,0
photonicsolutioncenter.com,0,1,85,29,0.00,0
zxlidars.com,0,1,42,22,5.00,0
autosist.com,0,2,757,563,8068.00,0
innolas-laser.com,0,1,14,41,13.00,0
caristix.com,0,1,3010,5032,3374.00,0
metalroofing.org.nz,0,2,234,22397,566070.00,0
harobikes.com,0,1,8418,58113,20754.00,0
ysu.am,0,1,3462,3760,2280.00,0
chartrequest.com,0,1,5920,13971,22191.00,0
mbdhousing.org,0,2,180,484,505.00,0
circuits-central.com,0,1,1100,448,366.00,0
foxtechrobot.com,0,1,508,184,76.00,0
vertexplus.com,0,1,457,87,706.00,0
useinsider.com,0,3,14018,18085,164836.00,0
accesio.com,0,7,704,662,261.00,3
goldcityventures.com,0,1,2758,1301,2180.00,0
nightshade.net,0,3,1452,462,213.00,0
titanfile.com,0,3,14948,15005,34899.00,4
innoaiot.com,0,6,1192,1229,249.00,0
mycarheaven.com,0,1,7506,8767,4950.00,0
brunswickautomarttoyota.com,0,1,1630,6068,5617.00,0
tmesystems.net,0,1,444,61,149.00,0
edatech.co.za,0,1,15,6,14.00,0
theanswereast.com,0,1,1022,940,1445.00,0
latitud.com,0,1,623,329,594.00,0
all-techautomotive.com,0,1,761,1314,2457.00,0
mcw.edu,0,1,105898,143313,217555.00,8
christianacare.org,0,1,107781,200738,308443.00,0
smartdeploy.com,0,2,3932,6148,90514.00,85
park.edu,0,2,39168,158696,472325.00,1
imagej.net,0,8,17124,72795,79486.00,0
lucidelectronics.com,0,1,39,5,6.00,0
snugzusa.com,0,2,3099,5319,17313.00,0
annexmed.com,0,1,4472,3860,9034.00,0
designwareonline.com,0,2,57,41,0.00,0
itassetmanagement.net,0,1,1591,361,3081.00,0
weldeye.com,0,1,131,341,2147.00,0
connectorexperts.com,0,5,3968,7461,7719.00,13
rapp.ch,0,1,49,63,0.00,0
nanografi.com,0,1,4103,3804,2676.00,2
ptvgroup.com,0,1,2153,8660,11714.00,0
malekal.com,0,1,4010,650,1062.00,0
softwarekeep.com,0,1,78926,66974,31933.00,0
tina.com,0,2,784,318,104.00,1
nadtc.org,0,1,1517,3789,4913.00,0
usfunds.com,0,1,14583,12772,12928.00,11
clodura.ai,0,1,32006,1024,2365.00,0
yumpu.com,0,2,568084,168548,101204.00,4
cincinnatiautomation.com,0,1,148,114,1.00,1
potomac-laser.com,0,1,291,451,14460.00,42
archive.org,0,6,2915965,7808130,6362025.00,0
egletlaw.com,0,4,2252,4965,39869.00,0
peterfalkingham.com,0,1,1119,450,605.00,0
northfleet.in,0,4,2300,2695,3589.00,0
extern.com,0,1,10384,26531,28330.00,3
dfwairport.com,0,1,146228,1086787,755865.00,0
bikedgoods.co,0,1,678,548,155.00,0
nottingham.ac.uk,0,2,110734,149919,77021.00,0
samarins.com,0,2,32429,26422,15918.00,0
electrotrick.wordpress.com,0,1,83,66,74.00,0
allsafeit.com,0,1,2486,2018,16091.00,0
engineeringresearch.org,0,1,184,47,59.00,0
ikegroup.info,0,1,243,100,3.00,0
stetson.edu,0,1,43168,104346,206343.00,0
cesar-scott.com,0,3,155,462,625.00,0
husson.edu,0,6,29262,99682,274603.00,0
permatex.com,0,1,39379,83993,58212.00,0
metoree.com,0,16,79813,18127,47719.00,0
preply.com,0,5,513406,1689668,1523313.00,2709
allaboutcircuits.com,0,246,280304,298524,113296.00,0
storydoc.com,0,1,17462,8816,24566.00,9
aerial-precision.com,0,21,267,866,1006.00,0
buyupside.com,0,1,6756,2367,2794.00,0
staystrongbrand.com,0,1,1233,1303,399.00,0
neuroject.com,0,1,5872,1561,2260.00,0
5thqtr.net,0,1,212,2539,12.00,0
lynxsystems.net,0,1,378,203,946.00,0
ourcrowd.com,0,15,6730,7510,22556.00,0
hintoninfo.com.tw,0,1,120,33,2.00,0
artera.io,0,3,1479,9214,18368.00,11
withpersona.com,0,5,17826,39397,180203.00,653
plccable.com,0,1,1134,949,2939.00,1
eastasouth-institute.com,0,1,141,34,15.00,0
bioengineer.org,0,3,70059,14220,27831.00,0
money.com,0,1,463521,405672,1765502.00,106
1miba.com,0,1,1990,1249,532.00,0
bitdegree.org,0,2,93167,64534,243711.00,0
inapi.cl,0,1,1043,498,324.00,0
dhl.com,0,1,524909,3131446,3145315.00,57
timesherald.com,0,1,26970,12988,2917.00,0
technia.com,0,3,2961,1868,4531.00,0
nixsys.com,0,2,1619,4279,3708.00,3
japcc.org,0,1,1728,2600,1848.00,0
novexx.com,0,3,408,169,637.00,0
bio-rad.com,0,1,49521,97989,203185.00,179
3dvar.com,0,1,108,208,436.00,0
clario.co,0,1,68692,64734,48908.00,0
limeup.io,0,4,10412,9033,59856.00,0
byd.com,0,1,52897,313987,266207.00,0
solvwellness.com,0,3,755,1615,5569.00,4
coringroup.com,0,1,1515,3533,937.00,1
kudan.io,0,1,157,78,118.00,0
eaglebusinesscredit.com,0,1,1518,374,1594.00,0
infra360.io,0,1,38,0,0.00,0
ecostinger.com,0,1,3095,7995,5982.00,0
thevrara.com,0,1,615,885,1104.00,0
nilesecure.com,0,5,5333,8845,39819.00,0
lida.gr,0,1,19,15,3.00,0
thinkingdirections.com,0,1,1516,1546,4036.00,0
nzocloud.com,0,3,409,33,99.00,0
l1training.com,0,1,146,327,792.00,0
maxfreeofficial.com,0,1,1582,889,538.00,0
misra.org.uk,0,14,130,382,1708.00,0
do3d.com,0,1,4505,7888,902.00,0
lge.com,0,3,12103,5752,7069.00,0
valleygmc.com,0,1,5219,5689,8241.00,0
applogicnetworks.com,0,5,1038,1208,11250.00,0
samaterials.com,0,18,52937,85689,60814.00,0
functional-safety.solutions,0,1,3,1,0.00,0
edgelabsp.com,0,1,3,0,0.00,0
auto-serdes.org,0,1,54,50,29.00,0
pivotedm.com,0,3,155,103,367.00,0
lnct.ac.in,0,1,1568,744,298.00,0
bizprofile.net,0,2,176926,24764,13938.00,0
ifunny.co,0,2,443727,219034,36554.00,0
middleware.io,0,11,5736,3732,28697.00,0
healthysimulation.com,0,4,4809,6525,10347.00,0
chadwickandspensley.com,0,1,47,4,29.00,0
itec.co.il,0,1,110,0,0.00,0
iplogger.org,0,1,7167,28197,58529.00,0
ecssr.ae,0,2,214,167,91.00,0
prnewswire.com,0,170,2456152,1212644,1911533.00,142
valuecoders.com,0,1,9825,4828,129821.00,105
chargedevs.com,0,5,19755,5829,3736.00,0
tessolve.com,0,18,1012,720,532.00,2
openmediavault.org,0,1,5269,14003,9007.00,0
eurohpc-ju.europa.eu,0,1,504,233,132.00,0
zeet.co,0,2,4275,2113,11264.00,0
neware.net,0,1,5438,17071,6851.00,0
faa.gov,0,14,1065432,2326304,2207010.00,0
snyk.io,0,5,30017,46232,152564.00,220
columbia.edu,0,24,1999364,3890415,5056698.00,1076
personality-project.org,0,1,1337,689,136.00,0
motoinsight.com,0,1,27,0,0.00,0
ny.gov,0,36,6399491,23414829,26972665.00,70
kiit.ac.in,0,1,3880,12461,2137.00,0
ludens.cl,0,4,613,199,142.00,0
cryptoslate.com,0,4,44139,50140,75947.00,0
siliconvlsi.com,0,1,1931,6,0.00,0
bcs.org,0,1,9312,9774,10754.00,0
solutionhealth.org,0,1,9799,24732,29764.00,0
dataveil.com,0,1,120,2,39.00,2
xbitlabs.com,0,1,16548,9708,3438.00,0
kia-forums.com,0,1,42351,7681,3502.00,0
taylorandfrancis.com,0,31,434138,218782,115643.00,10
democracyforward.org,0,1,23171,103538,79636.00,2
fujitsu.com,0,14,18519,29120,39895.00,1
choc.org,0,1,218586,265007,280068.00,243
richardsonrfpd.com,0,6,2224,1787,2140.00,0
scandit.com,0,2,8411,31733,63271.00,10
empresy.com,0,1,1,2,0.00,0
proxify.io,0,1,4400,3728,32783.00,349
healthbydesign.com,0,1,816,1452,1730.00,0
target.com,0,13,17646740,62326823,18612203.00,2478
illinoisheartland.org,0,2,3043,3394,713.00,0
agilitysystem.net,0,28,1355,1117,3586.00,0
kjbsecurity.com,0,1,2027,1450,1223.00,0
jaceju.net,0,1,9,2,0.00,0
da-vinci-inventions.com,0,1,1823,15814,10103.00,0
guancha.cn,0,1,62816,47548,654.00,0
servers-minecraft.net,0,1,16145,350,61.00,20
chromebattery.com,0,1,1579,2632,2095.00,0
technews.tw,0,1,10591,3785,4946.00,0
cep-probation.org,0,1,875,1597,107.00,0
motability.co.uk,0,16,14954,11146,8391.00,0
vertica.com,0,1,5982,2656,1994.00,0
southampton.ac.uk,0,5,49529,45731,20615.00,0
solarchargingbattery.com,0,2,422,487,440.00,0
swansonvitamins.com,0,1,79147,174280,156597.00,77
fabphotography.com,0,1,2,0,0.00,0
contrary.com,0,12,13577,16303,65802.00,0
airlock.com,0,1,230,62,394.00,0
gizmodo.com,0,10,1079420,908342,314824.00,0
milehighreport.com,0,1,52816,284023,130803.00,0
packetcraft.com,0,1,147,396,3.00,0
noffz.com,0,1,101,6,8.00,0
unogeeks.com,0,2,10966,2111,2954.00,1
grammarist.com,0,3,223453,848027,610210.00,0
creaform-engineering.com,0,2,123,73,161.00,1
networkwalks.com,0,1,1634,1040,563.00,0
kobopegasus.com,0,1,386,102,40.00,0
ravin.ai,0,2,432,307,384.00,0
hailo.ai,0,23,2869,6591,7387.00,9
valuebound.com,0,1,528,67,444.00,0
bisinfotech.com,0,13,5423,1283,2298.00,0
synlabs.io,0,1,1750,2518,1023.00,0
bikesterglobal.com,0,1,6635,1366,1874.00,0
tadiran-international.com,0,1,996,441,764.00,0
anatomy.org,0,1,2139,13139,17212.00,0
pknergy.com,0,1,2865,1873,604.00,2
seslisozluk.net,0,1,90018,10804,3082.00,0
polarisaero.com,0,1,75,155,22.00,0
schaeferautobody.com,0,4,6829,8475,18583.00,0
insidefpv.com,0,1,1846,1869,1200.00,0
cognitiveclass.ai,0,1,7355,1735,6441.00,0
4tracking.net,0,1,16687,10227,6077.00,0
aboutamazon.com,0,7,522280,5613488,1501653.00,0
lakkadworks.com,0,1,263,54,25.00,0
evergreensolar.com,0,1,662,507,4761.00,0
linuxtechi.com,0,7,6772,1177,547.00,0
newyorkcomputerhelp.com,0,1,8820,12919,13485.00,0
amberstudent.com,0,2,169324,203547,216318.00,5
cloudcoffee.ch,0,1,382,103,671.00,0
1point3acres.com,0,1,48535,266970,26234.00,0
mygreatlearning.com,0,6,112013,111320,264271.00,104
mkyong.com,0,4,17470,3468,431.00,0
careermine.com,0,1,2631,2815,1442.00,0
riscvschool.com,0,6,112,84,0.00,0
rhimopower.com,0,1,35,0,0.00,0
lincolnsonline.com,0,2,13518,4415,1054.00,0
labxchange.org,0,2,165380,131982,43536.00,0
ep-wiring.com,0,1,64,0,0.00,0
altimex.co.uk,0,1,574,370,350.00,0
duckietown.com,0,5,382,201,140.00,0
mentone-educational.com.au,0,2,2408,162,33.00,0
ustg.net,0,1,322,2934,1499.00,0
valientemott.com,0,4,4204,5216,17828.00,0
findemr.com,0,1,9648,14154,89684.00,1
hondanews.com,0,2,197523,227607,139282.00,0
autonews.com,0,13,216293,153490,174294.00,23
u-strasbg.fr,0,1,2492,8130,1549.00,0
zhihu.com,0,72,674497,1916411,62220.00,0
proteusfund.org,0,4,314,1066,3303.00,0
cloudcomputingpatterns.org,0,2,106,139,721.00,0
findcourses.com,0,1,15080,5395,16259.00,0
firstchoicedds.com,0,2,430,863,2675.00,0
medicare.gov,0,8,1363339,3573592,9988323.00,2032
globe-testequipment.com,0,1,105,1,1.00,0
loyo-led.com,0,1,2043,335,316.00,0
prophotonix.com,0,1,1223,1057,2606.00,10
medicalaudits.co.uk,0,1,71,0,0.00,0
appleinsider.com,0,2,474370,860010,565830.00,0
ijarsct.co.in,0,1,2994,1021,1250.00,0
gpumag.com,0,1,3350,1218,315.00,0
codev.com,0,3,743,671,4183.00,168
titus-cad.org,0,2,422,4284,163.00,0
novaratechnologies.com,0,1,71,14,0.00,0
fmolhs.org,0,2,80784,158270,167916.00,26
boomerbenefits.com,0,1,26608,26387,110288.00,0
ip138.com,0,4,6481,56960,1109.00,0
panduit.com,0,12,31590,43629,76470.00,0
sema.org,0,8,15113,16780,22987.00,0
nspnetwork.org,0,1,515,494,1266.00,0
service-partners.com,0,1,11638,15537,80697.00,0
automotive-technology.com,0,7,5142,2735,3668.00,0
develop3d.com,0,3,3548,597,767.00,0
datacose.com,0,2,1766,1083,4945.00,0
embassy.gov.au,0,3,50109,136405,52994.00,0
hunterindustries.com,0,1,1689,2140,3685.00,0
parkplus.io,0,4,22578,22118,21040.00,0
ipxo.com,0,1,12748,29562,56392.00,0
moogparts.com,0,1,26608,135072,83501.00,0
orangecad.net,0,1,3147,14320,16918.00,0
preferredadmin.net,0,1,787,768,687.00,0
jaycar.com.au,0,1,20856,5456,3540.00,0
tenjchassis.com,0,1,148,184,4.00,0
bmsaccesssupport.com,0,2,3115,2290,4074.00,0
adventurecanada.com,0,1,5114,7709,5168.00,0
stellastra.com,0,1,3624,1137,629.00,0
sct.com.tw,0,8,7120,12427,3440.00,0
bmsclinicaltrials.com,0,2,476,311,402.00,0
experiments.withgoogle.com,0,1,20358,58511,51387.00,0
lww.com,0,10,1178756,879584,801970.00,29
yoh.com,0,1,3538,25789,7009.00,6
startech.com,0,118,136701,143592,91507.00,11
homestyler.com,0,2,81874,89771,87119.00,50
xrtoday.com,0,39,14618,12448,8832.00,0
kisacoresearch.com,0,3,1243,1334,809.00,0
chameleontransfer.com,0,1,1079,3911,4057.00,4
fingent.com,0,1,5991,4173,14743.00,0
enelnorthamerica.com,0,1,2814,8065,20169.00,0
slv.com,0,1,561,226,76.00,0
whitehatvirtual.com,0,1,313,33,6.00,0
avvo.com,0,1,1120033,355051,2078089.00,10
hellosubs.co,0,1,27527,130635,43435.00,0
louisvilleglassexperts.com,0,1,71,370,1583.00,0
cea.fr,0,3,5396,3115,539.00,0
coemed.org,0,1,524,453,1183.00,0
sca.gov.cn,0,1,18,17,0.00,0
iconprocon.com,0,1,3646,1721,2741.00,1
smith-system.com,0,2,2241,10777,13313.00,0
sysgo.com,0,1,390,259,174.00,0
thenapervillelawyer.com,0,1,994,698,13870.00,0
mainframestechhelp.com,0,1,857,1262,1687.00,0
sws.co.jp,0,15,289,167,52.00,0
laserphotonics.com,0,5,1687,3260,7686.00,0
icscustom.com,0,1,8,0,0.00,0
workdo.io,0,1,1344,1593,11472.00,0
opticalauto.com,0,1,2,24,16.00,0
changelogic.com,0,2,142,43,9.00,0
hitex.com,0,2,186,110,48.00,0
daily.dev,0,1,42738,27434,52513.00,0
javacodegeeks.com,0,1,17664,2633,2355.00,0
gl.com,0,1,1587,7161,6635.00,7
cars-rp.org,0,1,36,84,25.00,0
trans-groups.com,0,2,332,99,51.00,0
harvardpilgrim.org,0,2,41044,90275,196940.00,0
memory.partners,0,1,15,1,0.00,0
linksemicon.com,0,2,1045,647,801.00,0
myserviceprofile.com,0,1,124936,1659,637.00,0
finnegan.com,0,1,8332,10687,3818.00,0
timetasticapp.com,0,1,494,949,366.00,0
tickernerd.com,0,4,22745,31915,117204.00,0
chipdesignsystems.com,0,3,5,0,0.00,0
ethplorer.io,0,1,4456,9294,6356.00,0
neuvition.com,0,6,2678,1599,5043.00,0
funcom.com,0,1,28933,29247,5682.00,0
metebalci.com,0,4,581,177,59.00,0
huttochamber.com,0,1,2148,1186,922.00,0
wgbh.org,0,1,221000,217714,142905.00,11
monovm.com,0,6,45912,13629,28360.00,0
petertyson.co.uk,0,1,5104,757,246.00,0
astesj.com,0,1,340,112,46.00,0
cacklehatchery.com,0,1,73919,428867,92916.00,0
getskilledaccess.com.au,0,1,15,10,26.00,0
f-si.org,0,2,88,29,6.00,0
coursesidekick.com,0,1,304749,49668,11999.00,0
kamsnaps.com,0,1,2802,7494,7510.00,4
guidinglight.eu,0,1,17,10,6.00,0
businesslive.co.za,0,1,18118,2658,1164.00,0
viraatindustries.com,0,1,130,139,307.00,0
ilids4sam.at,0,2,22,0,0.00,0
bvm.co.uk,0,6,1420,352,476.00,0
mwn.de,0,1,945,391,19.00,0
mtiwelding.com,0,7,543,1369,4678.00,17
photontek-lighting.com,0,1,740,1097,692.00,0
photond.com,0,5,112,407,8.00,1
growlaw.co,0,1,18121,33116,419709.00,43
autoweek.com,0,22,465581,335968,201559.00,0
theaisummer.com,0,1,1167,681,954.00,0
kyvosinsights.com,0,1,1025,558,3003.00,0
fluke.com,0,2,95673,545379,549330.00,161
silicon-saxony.de,0,1,670,103,281.00,0
circuitglobe.com,0,2,11295,5485,3309.00,0
entrust.com,0,14,31732,60519,423394.00,42
horiba.com,0,13,21464,22676,31780.00,64
aicdesign.org,0,2,110,26,3.00,0
caddcentre.com,0,5,3291,2277,2604.00,0
zensar.com,0,1,1191,5570,3935.00,0
mountainexplorers.org,0,1,16,388,4.00,0
amerihealth.com,0,1,31268,68668,168103.00,0
theprintscollector.com,0,1,47,5,2.00,0
augmedics.com,0,3,931,6333,352.00,0
funai.edu.ng,0,1,20076,1878,211.00,0
blainebrothers.com,0,2,11604,10372,12612.00,1
cadlan.com,0,1,246,55,181.00,0
porsche-consulting.com,0,1,1148,662,694.00,0
operavps.com,0,1,25778,2097,3528.00,3
transoftsolutions.com,0,1,1494,2808,6330.00,1
straightdope.com,0,2,816161,261722,109338.00,0
agvnetwork.com,0,1,2243,3097,11398.00,0
fight13.com,0,1,5627,7436,28160.00,0
silicon.inc,0,2,22,71,31.00,0
duotrope.com,0,1,12179,10474,3682.00,0
avinc.com,0,1,11457,28312,27018.00,0
macezgarage.com,0,1,8,15,17.00,0
bluecinetech.co.uk,0,4,4862,87,18.00,0
realitycapturenetwork.com,0,1,94,199,30.00,0
educba.com,0,4,207407,48366,37501.00,0
janefriedman.com,0,9,24761,34231,36496.00,0
sefinancial.com,0,2,12188,13689,29019.00,68
eppo.int,0,1,14643,12942,18585.00,0
azdor.gov,0,3,163638,209835,255850.00,0
anatomy.app,0,3,98342,172533,35468.00,9
mdc.edu,0,1,198724,638905,827904.00,0
theglobeandmail.com,0,19,991241,2037040,3881246.00,0
okta.com,0,6,214866,1437972,2174712.00,328
wmuk.org.uk,0,1,651,496,403.00,0
redlinegroup.com,0,6,1288,1801,3735.00,0
gem5.org,0,3,239,1443,13.00,0
picjumbo.com,0,1,45875,67328,35397.00,0
varlyakov.com,0,1,1,0,0.00,0
testunlimited.com,0,1,1475,546,671.00,0
leidenuniv.nl,0,2,5155,1708,759.00,0
garymcgraw.com,0,2,46,21,0.00,0
orientjchem.org,0,1,1550,842,986.00,0
hiltongrandvacations.com,0,1,187422,504146,684875.00,0
crossover.com,0,2,11993,8531,12170.00,0
energytrust.org,0,1,15404,9936,33032.00,0
capitalonecareers.com,0,5,169050,458878,639434.00,0
ioterminal.com,0,1,30,580,0.00,0
allstate.com,0,3,760249,7441646,224857247.00,44
automotiveworld.cn,0,1,80,256,0.00,0
cobloom.com,0,1,5585,2109,9848.00,0
computec.one,0,1,132,59,11.00,0
hptuners.com,0,1,149943,92633,51218.00,5
dpma.de,0,7,9117,35305,7764.00,0
anonpress.org,0,1,2763,7692,3183.00,0
arc.gov.au,0,2,3031,1657,344.00,0
techneeds.com,0,2,15197,19813,57682.00,0
rates.ca,0,1,14878,6714,39646.00,0
aklitho.com,0,1,237,164,11.00,0
legitsecurity.com,0,3,7919,8567,107929.00,27
dagshub.com,0,2,1585,836,3235.00,0
3dviewstation.com,0,1,569,128,166.00,45
kolbelectric.com,0,2,4444,2793,15655.00,0
sigma.software,0,3,2332,2420,10078.00,1
tactotek.com,0,1,74,77,6.00,0
taylorhodson.com,0,1,1091,1264,2327.00,0
premiumpsu.com,0,1,370,252,89.00,0
wkyc.com,0,1,538126,562442,491218.00,0
mapfreinsurance.com,0,5,41408,197401,2308607.00,0
vcschools.org,0,1,721,4992,5607.00,0
gocoder.one,0,1,70,33,40.00,0
arcforums.com,0,1,23404,6542,4400.00,0
tboacademy.com,0,1,8889,2157,2294.00,0
thoughtfocus.com,0,1,269,668,54.00,0
theweek.com,0,15,614923,687635,380877.00,24
satokimurapeds.net,0,1,64,41,11.00,0
sbvcathletics.com,0,1,694,976,717.00,0
amplivisions.com,0,1,10,2,0.00,0
selecthealth.org,0,2,61733,121884,173072.00,49
blackridgeresearch.com,0,8,26453,15067,31167.00,0
fellten.com,0,1,453,277,58.00,0
digitalpromise.org,0,2,8627,12425,91999.00,6
pdsit.net,0,1,479,2169,21453.00,0
casttechnologies.net,0,1,1590,2438,2883.00,0
city-journal.org,0,2,74931,63466,49632.00,0
ijasre.net,0,1,135,14,0.00,0
bike-test.com,0,1,2169,487,96.00,0
resumaker.ai,0,1,61730,52515,68827.00,1
printerbase.co.uk,0,1,9088,5849,4848.00,0
aeaweb.org,0,1,102837,112658,193400.00,0
snugsafe.com,0,5,3742,1671,2195.00,0
sysdesignsol.com,0,1,7,0,0.00,0
adlittle.com,0,1,4883,5353,4587.00,2
ijdmtoy.com,0,3,8589,2558,964.00,0
